LOG D'ÉTAT PAR STEP (temps continu)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 84 | temps simulé = 16.80 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.28,6.98), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,7.00), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.28,7.02), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(14.44,9.00), intent=move_to(16.00,9.00)
- team=A, type=Knight, HP=64.0, pos=(15.44,7.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=100.0, pos=(15.40,7.02), intent=attack(Pikeman)
- team=A, type=Knight, HP=74.0, pos=(14.80,9.00), intent=move_to(16.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(10.92,6.84), intent=move_to(16.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(10.94,7.44), intent=move_to(16.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(10.58,9.32), intent=move_to(16.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=11.0, pos=(16.00,7.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 85 | temps simulé = 17.00 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.28,6.98), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,7.00), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.28,7.02), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(14.66,9.00), intent=move_to(16.00,9.00)
- team=A, type=Knight, HP=64.0, pos=(15.44,7.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=100.0, pos=(15.40,7.02), intent=attack(Pikeman)
- team=A, type=Knight, HP=74.0, pos=(15.12,9.00), intent=move_to(16.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(11.11,6.84), intent=move_to(16.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(11.13,7.42), intent=move_to(16.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(10.77,9.31), intent=move_to(16.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=11.0, pos=(16.00,7.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 86 | temps simulé = 17.20 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.28,6.98), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,7.00), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.28,7.02), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(14.88,9.00), intent=move_to(16.00,9.00)
- team=A, type=Knight, HP=64.0, pos=(15.44,7.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=100.0, pos=(15.40,7.02), intent=attack(Pikeman)
- team=A, type=Knight, HP=74.0, pos=(15.44,9.00), intent=move_to(16.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(11.31,6.85), intent=move_to(16.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(11.32,7.40), intent=move_to(16.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(10.96,9.30), intent=move_to(16.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=11.0, pos=(16.00,7.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 87 | temps simulé = 17.40 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.28,6.98), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,7.00), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.28,7.02), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.10,9.00), intent=move_to(16.00,9.00)
- team=A, type=Knight, HP=64.0, pos=(15.44,7.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=100.0, pos=(15.40,7.02), intent=attack(Pikeman)
- team=A, type=Knight, HP=74.0, pos=(15.44,9.00), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.31,6.85), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.32,7.40), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.15,9.29), intent=move_to(16.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=3.0, pos=(16.00,7.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 88 | temps simulé = 17.60 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.28,6.98), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,7.00), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.28,7.02), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,9.00), intent=move_to(16.00,9.00)
- team=A, type=Knight, HP=54.0, pos=(15.44,7.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=100.0, pos=(15.40,7.02), intent=attack(Pikeman)
- team=A, type=Knight, HP=64.0, pos=(15.44,9.00), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.31,6.85), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.32,7.40), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=move_to(16.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=3.0, pos=(16.00,7.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 89 | temps simulé = 17.80 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.28,6.98), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,7.00), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.28,7.02), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,9.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=46.0, pos=(15.44,7.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=100.0, pos=(15.40,7.02), intent=attack(Pikeman)
- team=A, type=Knight, HP=56.0, pos=(15.44,9.00), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.31,6.85), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.32,7.40), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=3.0, pos=(16.00,7.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=39.0, pos=(16.00,9.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 90 | temps simulé = 18.00 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.28,6.98), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,7.00), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.28,7.02), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,9.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=46.0, pos=(15.44,7.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=100.0, pos=(15.40,7.02), intent=attack(Pikeman)
- team=A, type=Knight, HP=56.0, pos=(15.44,9.00), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.31,6.85), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.32,7.40), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=3.0, pos=(16.00,7.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=39.0, pos=(16.00,9.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 91 | temps simulé = 18.20 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.28,6.98), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,7.00), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.28,7.02), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,9.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=46.0, pos=(15.44,7.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=100.0, pos=(15.40,7.02), intent=attack(Pikeman)
- team=A, type=Knight, HP=56.0, pos=(15.44,9.00), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.31,6.85), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.32,7.40), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=3.0, pos=(16.00,7.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=39.0, pos=(16.00,9.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 92 | temps simulé = 18.40 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.28,6.98), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,7.00), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.28,7.02), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,9.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=46.0, pos=(15.44,7.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=100.0, pos=(15.40,7.02), intent=attack(Pikeman)
- team=A, type=Knight, HP=56.0, pos=(15.44,9.00), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.31,6.85), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.32,7.40), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=3.0, pos=(16.00,7.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=39.0, pos=(16.00,9.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 93 | temps simulé = 18.60 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.28,6.98), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,7.00), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.28,7.02), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,9.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=46.0, pos=(15.44,7.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=100.0, pos=(15.40,7.02), intent=none
- team=A, type=Knight, HP=56.0, pos=(15.44,9.00), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.31,6.85), intent=none
- team=A, type=Crossbowman, HP=35.0, pos=(11.32,7.40), intent=none
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=39.0, pos=(16.00,9.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 94 | temps simulé = 18.80 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.28,6.98), intent=none
- team=A, type=Pikeman, HP=55.0, pos=(15.32,7.00), intent=none
- team=A, type=Pikeman, HP=55.0, pos=(15.28,7.02), intent=none
- team=A, type=Pikeman, HP=55.0, pos=(15.32,9.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=46.0, pos=(15.44,7.00), intent=none
- team=A, type=Knight, HP=100.0, pos=(15.40,7.02), intent=none
- team=A, type=Knight, HP=56.0, pos=(15.44,9.00), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.31,6.85), intent=none
- team=A, type=Crossbowman, HP=35.0, pos=(11.32,7.40), intent=none
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=39.0, pos=(16.00,9.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 95 | temps simulé = 19.00 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.41,6.80), intent=move_to(16.00,6.00)
- team=A, type=Pikeman, HP=55.0, pos=(15.44,6.82), intent=move_to(16.00,6.00)
- team=A, type=Pikeman, HP=55.0, pos=(15.41,7.20), intent=move_to(16.00,8.00)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,9.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=46.0, pos=(15.60,6.72), intent=move_to(16.00,6.00)
- team=A, type=Knight, HP=100.0, pos=(15.57,7.29), intent=move_to(16.00,8.00)
- team=A, type=Knight, HP=56.0, pos=(15.44,9.00), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.31,6.85), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.32,7.40), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=39.0, pos=(16.00,9.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 96 | temps simulé = 19.20 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.54,6.62), intent=move_to(16.00,6.00)
- team=A, type=Pikeman, HP=55.0, pos=(15.57,6.64), intent=move_to(16.00,6.00)
- team=A, type=Pikeman, HP=55.0, pos=(15.54,7.38), intent=move_to(16.00,8.00)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,9.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=46.0, pos=(15.75,6.44), intent=move_to(16.00,6.00)
- team=A, type=Knight, HP=100.0, pos=(15.74,7.57), intent=move_to(16.00,8.00)
- team=A, type=Knight, HP=56.0, pos=(15.44,9.00), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.31,6.85), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.32,7.40), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=35.0, pos=(16.00,9.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 97 | temps simulé = 19.40 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.54,6.62), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.57,6.64), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.54,7.38), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,9.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=46.0, pos=(15.75,6.44), intent=attack(Pikeman)
- team=A, type=Knight, HP=100.0, pos=(15.74,7.57), intent=attack(Pikeman)
- team=A, type=Knight, HP=56.0, pos=(15.44,9.00), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.31,6.85), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.32,7.40), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=51.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=47.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=35.0, pos=(16.00,9.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 98 | temps simulé = 19.60 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.54,6.62), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.57,6.64), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.54,7.38), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,9.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=36.0, pos=(15.75,6.44), intent=attack(Pikeman)
- team=A, type=Knight, HP=90.0, pos=(15.74,7.57), intent=attack(Pikeman)
- team=A, type=Knight, HP=56.0, pos=(15.44,9.00), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.31,6.85), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.32,7.40), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=47.0, pos=(16.00,6.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=35.0, pos=(16.00,8.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=35.0, pos=(16.00,9.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 99 | temps simulé = 19.80 s =====
- team=A, type=Pikeman, HP=15.0, pos=(15.54,6.62), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.57,6.64), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.54,7.38), intent=attack(Pikeman)
- team=A, type=Pikeman, HP=55.0, pos=(15.32,9.00), intent=attack(Pikeman)
- team=A, type=Knight, HP=36.0, pos=(15.75,6.44), intent=attack(Pikeman)
- team=A, type=Knight, HP=90.0, pos=(15.74,7.57), intent=attack(Pikeman)
- team=A, type=Knight, HP=56.0, pos=(15.44,9.00), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.31,6.85), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.32,7.40), intent=attack(Pikeman)
- team=A, type=Crossbowman, HP=35.0, pos=(11.34,9.28), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=47.0, pos=(16.00,6.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=35.0, pos=(16.00,8.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=27.0, pos=(16.00,9.00), intent=attack(Knight)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
